snap_date,code,close,today_chg,has_vol_resist,body_strength,upper_tail_pct,lower_tail_pct,amt_vs_5ma,vol_3d_decline,above_ma20,pattern,base_chg,vol_ratio,body_held_50pct,disp_hit,next_date,next_day_return,ma5_declining,env_upper_touch,env_lower_low
2026-08-19,365660,5400.0,-3.6,False,-4.26,12.22,1.11,1.1,False,False,B_ADK특_20일선,29.9,0.0,True,-1.9,2026-08-20,1.85,True,False,True
2026-08-19,387690,12970.0,-4.6,True,-8.01,11.33,2.85,0.75,False,True,C_갭상승털기,22.8,0.3,True,3.4,2026-08-20,20.97,,,
2026-08-19,396300,4735.0,0.0,True,5.22,10.88,6.23,1.05,False,True,A_일반양음양_3일선,15.8,0.38,True,-0.6,2026-08-20,-3.7,,,
2026-08-19,402340,1008000.0,-11.2,False,-2.14,3.37,1.49,0.71,False,False,B_ADK특_13일선,29.9,0.0,True,-2.8,2026-08-20,9.33,False,True,False
2026-08-19,440110,63800.0,-6.6,False,0.47,5.17,3.61,0.54,True,True,B_ADK특_13일선,29.9,0.0,True,1.3,2026-08-20,1.88,False,True,False
2026-08-19,445680,42950.0,-4.0,True,-3.59,6.17,2.68,0.63,False,True,A_일반양음양_5일선,29.9,0.6,True,-1.9,2026-08-20,3.49,,,
2026-08-19,445680,42950.0,-4.0,True,-3.59,6.17,2.68,0.63,False,True,B_ADK특_13일선,29.9,0.0,True,1.5,2026-08-20,3.49,True,True,True
2026-08-19,459550,2415.0,1.3,True,3.65,13.46,3.73,0.97,True,True,A_일반양음양_3일선,30.0,0.6,True,-1.8,2026-08-20,-7.45,,,
2026-08-19,476060,14090.0,-1.1,True,0.64,4.26,1.42,0.38,True,True,B_ADK특_13일선,22.3,0.0,True,0.8,2026-08-20,4.19,True,True,True
2026-08-19,477850,26400.0,-1.1,True,3.33,5.87,5.3,0.77,False,True,B_ADK특_20일선,29.8,0.0,True,1.2,2026-08-20,4.36,True,True,False
2026-08-19,484810,16460.0,-0.8,True,0.98,4.56,2.31,0.61,True,True,B_ADK특_13일선,29.9,0.0,True,-1.4,2026-08-20,-3.95,True,True,True
2026-08-19,950160,25500.0,-7.6,True,-3.95,11.18,0.59,0.4,True,True,A_일반양음양_5일선,19.9,0.33,True,-0.9,2026-08-20,-15.1,,,
2026-08-20,000150,1171000.0,-1.8,True,-2.66,3.76,2.39,0.77,False,False,B_ADK특_20일선,30.0,0.0,True,-1.4,2026-08-21,-8.63,True,True,True
2026-08-20,001820,97200.0,3.4,False,1.78,2.78,4.01,0.28,True,True,A_일반양음양_3일선,17.4,0.1,True,1.0,2026-08-21,-7.0,,,
2026-08-20,003010,10900.0,-3.1,True,-1.62,18.35,5.05,0.46,True,True,A_일반양음양_3일선,29.9,0.68,True,-1.6,2026-08-21,-12.2,,,
2026-08-20,006260,310500.0,-6.8,False,-7.59,8.37,0.16,0.89,False,True,B_ADK특_20일선,19.5,0.0,True,1.6,2026-08-21,-5.96,True,True,True
2026-08-20,006340,14260.0,0.8,True,-0.14,1.19,2.24,0.35,True,True,B_ADK특_13일선,26.0,0.0,True,-1.6,2026-08-21,-6.73,True,True,True
2026-08-20,006660,14650.0,-0.3,True,-0.14,7.24,0.75,0.83,False,True,A_일반양음양_3일선,29.9,0.71,True,-1.1,2026-08-21,-6.01,,,
2026-08-20,007820,4700.0,2.2,True,-2.08,5.43,4.68,0.25,True,True,A_일반양음양_3일선,29.9,0.48,True,1.4,2026-08-21,-8.62,,,
2026-08-20,010120,198400.0,-1.8,False,-2.27,2.32,0.91,0.78,False,True,B_ADK특_13일선,23.0,0.0,True,-2.7,2026-08-21,-5.7,True,True,True
2026-08-20,011070,585000.0,-3.0,False,-4.57,5.81,0.17,0.78,False,True,B_ADK특_13일선,21.2,0.0,True,0.8,2026-08-21,-5.98,True,True,False
2026-08-20,019010,5200.0,0.4,True,-4.06,12.31,3.08,1.57,False,True,A_일반양음양_3일선,29.8,0.76,True,-2.1,2026-08-21,1.35,,,
2026-08-20,027360,3655.0,2.0,True,-2.4,5.2,3.83,0.25,True,True,A_일반양음양_3일선,29.9,0.37,True,-1.3,2026-08-21,-9.58,,,
2026-08-20,030530,20050.0,2.3,True,1.01,3.24,2.64,0.62,True,True,B_ADK특_13일선,30.0,0.0,True,-0.7,2026-08-21,-5.59,True,True,True
2026-08-20,032830,293500.0,6.3,False,2.62,4.43,3.41,1.05,False,True,B_ADK특_13일선,18.0,0.0,True,1.3,2026-08-21,11.07,True,True,False
2026-08-20,033340,553.0,-0.7,True,-4.66,27.31,8.14,3.73,False,True,C_갭상승털기,29.8,24.19,False,7.8,2026-08-21,5.79,,,
2026-08-20,043260,19210.0,-2.4,True,-5.37,6.19,1.56,0.35,True,True,B_ADK특_13일선,20.0,0.0,True,0.6,2026-08-21,-5.99,True,True,True
2026-08-20,047770,3485.0,-4.1,True,1.01,3.44,4.02,0.49,False,True,A_일반양음양_3일선,30.0,2.5,True,-1.6,2026-08-21,-2.15,,,
2026-08-20,058470,68900.0,1.5,False,-0.43,1.02,1.74,0.44,True,True,B_ADK특_13일선,16.1,0.0,True,1.1,2026-08-21,-5.52,True,True,True
2026-08-20,073240,7460.0,-1.8,True,-2.99,3.62,1.88,0.52,False,True,B_ADK특_13일선,19.9,0.0,True,-1.3,2026-08-21,-2.55,False,True,True
2026-08-20,078600,87300.0,0.1,True,-2.02,3.89,1.26,0.56,True,True,B_ADK특_13일선,17.2,0.0,True,-2.1,2026-08-21,-5.5,True,True,True
2026-08-20,090460,16960.0,-0.2,False,-2.3,3.18,1.06,0.42,True,True,A_일반양음양_3일선,16.8,0.14,True,-1.8,2026-08-21,-6.54,,,
2026-08-20,095610,140800.0,-2.2,True,-4.02,5.68,0.21,0.7,True,True,B_ADK특_13일선,30.0,0.0,True,1.4,2026-08-21,-6.39,True,True,False
2026-08-20,098460,29850.0,2.1,False,-1.65,3.69,0.5,0.75,True,True,B_ADK특_13일선,20.8,0.0,True,-2.8,2026-08-21,-5.86,True,True,True
2026-08-20,100790,15640.0,1.3,False,0.45,2.81,1.85,0.16,True,True,B_ADK특_13일선,15.2,0.0,True,0.5,2026-08-21,-6.84,True,True,True
2026-08-20,103590,69700.0,-2.0,True,-3.19,3.73,0.72,0.5,True,True,A_일반양음양_3일선,17.3,0.16,True,-1.6,2026-08-21,-6.6,,,
2026-08-20,119850,50200.0,-8.6,True,-6.34,8.96,0.6,0.66,False,True,B_ADK특_13일선,21.9,0.0,True,-2.1,2026-08-21,-4.28,False,True,True
2026-08-20,125490,12010.0,-0.8,True,-0.25,1.67,2.16,0.16,False,True,A_일반양음양_3일선,16.3,0.06,True,0.1,2026-08-21,-6.24,,,
2026-08-20,126640,4600.0,-14.5,True,-16.52,20.43,1.41,1.32,False,True,C_갭상승털기,29.8,0.66,False,-2.3,2026-08-21,-1.96,,,
2026-08-20,126730,19410.0,-3.9,True,-3.91,8.45,0.57,0.29,False,True,A_일반양음양_3일선,29.7,0.1,True,0.1,2026-08-21,-4.38,,,
2026-08-20,131970,81700.0,7.1,False,2.77,3.55,5.39,0.95,False,True,A_일반양음양_5일선,15.1,0.51,True,0.9,2026-08-21,-6.85,,,
2026-08-20,138080,23650.0,5.8,True,1.94,4.02,5.29,0.81,False,True,B_ADK특_13일선,29.8,0.0,True,0.8,2026-08-21,-0.85,True,True,True
2026-08-20,141080,108600.0,4.0,True,-1.9,4.05,4.24,0.71,True,True,B_ADK특_13일선,15.2,0.0,True,-1.8,2026-08-21,-7.92,True,True,True
2026-08-20,162300,1684.0,1.7,True,1.69,9.86,2.08,0.74,False,True,B_ADK특_13일선,30.0,0.0,True,-1.0,2026-08-21,,True,True,True
2026-08-20,170920,37450.0,3.6,False,0.94,2.4,5.07,0.57,True,False,B_ADK특_13일선,29.9,0.0,True,-2.5,2026-08-21,-4.54,True,True,False
2026-08-20,181710,71900.0,-3.5,True,-0.83,4.87,2.92,0.8,False,True,A_일반양음양_3일선,29.8,0.28,True,-0.6,2026-08-21,4.59,,,
2026-08-20,226340,6580.0,13.1,True,20.96,4.41,19.15,0.93,False,True,A_일반양음양_8일선,30.0,0.25,True,-2.4,2026-08-21,-18.09,,,
2026-08-20,264850,6210.0,-2.1,True,-2.05,3.38,0.32,0.25,False,True,B_ADK특_13일선,29.8,0.0,True,-1.4,2026-08-21,-4.99,True,True,True
2026-08-20,267260,740000.0,-1.6,False,-1.73,3.38,0.95,0.77,False,False,B_ADK특_13일선,17.3,0.0,True,-2.2,2026-08-21,-3.11,True,True,True
2026-08-20,277810,468000.0,1.2,True,0.11,2.35,2.14,0.54,True,True,B_ADK특_13일선,16.1,0.0,True,-2.2,2026-08-21,-3.53,True,True,True
2026-08-20,298040,2841000.0,-2.3,False,-3.2,3.38,0.21,0.7,True,True,B_ADK특_13일선,27.6,0.0,True,-0.3,2026-08-21,-4.29,True,True,True
2026-08-20,319660,129000.0,-0.1,True,-2.64,3.02,0.93,0.51,True,False,B_ADK특_13일선,27.8,0.0,True,0.3,2026-08-21,-6.67,True,True,False
2026-08-20,332570,9460.0,10.0,False,6.17,3.59,9.83,0.73,False,True,A_일반양음양_8일선,29.9,0.41,True,-0.1,2026-08-21,-4.76,,,
2026-08-20,365660,5500.0,3.0,False,-0.36,4.55,7.27,0.85,True,True,B_ADK특_20일선,29.9,0.0,True,0.4,2026-08-21,-5.09,True,False,True
2026-08-20,388050,9340.0,1.5,True,0.43,9.42,1.93,0.71,False,True,A_일반양음양_3일선,29.9,0.56,True,-1.9,2026-08-21,-5.67,,,
2026-08-20,396300,4560.0,-4.9,True,-4.9,6.03,0.66,0.22,False,True,A_일반양음양_3일선,15.8,0.09,True,-2.9,2026-08-21,-4.61,,,
2026-08-20,445680,44450.0,2.5,True,-5.22,11.36,0.22,0.65,True,True,A_일반양음양_3일선,29.9,0.61,True,0.6,2026-08-21,-2.02,,,
2026-08-20,457370,9350.0,-8.3,True,-10.87,14.12,0.96,1.35,False,True,C_갭상승털기,29.9,0.64,True,2.4,2026-08-21,-2.35,,,
2026-08-20,475150,55900.0,-3.3,True,-4.93,13.95,1.61,1.23,False,True,B_ADK특_20일선,19.9,0.0,True,1.1,2026-08-21,-8.41,False,True,False
2026-08-20,477850,27550.0,4.0,True,10.87,3.99,13.61,1.7,False,True,B_ADK특_13일선,29.8,0.0,True,-2.0,2026-08-21,0.18,True,True,True
2026-08-21,000500,158700.0,-3.8,False,-1.43,2.21,1.89,0.8,False,True,B_ADK특_13일선,24.7,0.0,True,0.1,2026-08-24,-0.69,True,True,False
2026-08-21,000720,105300.0,-7.5,False,-6.48,7.31,0.19,0.94,False,False,B_ADK특_20일선,15.8,0.0,True,-0.0,2026-08-24,-0.57,True,True,True
2026-08-21,000990,89000.0,-8.2,False,-5.22,6.52,0.56,1.41,False,False,B_ADK특_20일선,16.7,0.0,True,-1.2,2026-08-24,-2.36,True,True,True
2026-08-21,001550,11060.0,-1.9,True,0.36,9.58,4.52,0.58,False,True,A_일반양음양_5일선,17.7,0.18,True,0.1,2026-08-24,,,,
2026-08-21,005180,84800.0,-2.8,True,-1.51,4.72,0.59,0.32,False,True,A_일반양음양_3일선,19.9,0.11,True,1.1,2026-08-24,3.77,,,
2026-08-21,006360,33250.0,-6.6,True,-4.18,5.56,2.86,1.0,False,True,B_ADK특_13일선,18.6,0.0,True,-1.3,2026-08-24,2.71,True,True,True
2026-08-21,006660,13770.0,-6.4,True,-5.49,17.36,1.23,0.73,False,True,A_일반양음양_5일선,29.9,0.76,True,-1.5,2026-08-24,-3.49,,,
2026-08-21,007340,44700.0,-4.2,True,-2.61,2.8,4.81,0.44,False,False,B_ADK특_20일선,19.1,0.0,True,-2.2,2026-08-24,7.16,True,True,True
2026-08-21,007820,4295.0,-6.8,True,-5.19,5.47,1.4,0.09,True,True,A_일반양음양_8일선,29.9,0.16,True,-2.6,2026-08-24,,,,
2026-08-21,009150,1311000.0,-6.1,False,-2.53,2.82,0.38,0.68,False,True,B_ADK특_13일선,29.9,0.0,True,-2.7,2026-08-24,0.38,True,True,True
2026-08-21,011070,550000.0,-6.3,False,-2.65,3.64,1.09,0.75,False,False,B_ADK특_20일선,21.2,0.0,True,-2.2,2026-08-24,4.18,True,True,True
2026-08-21,017900,7950.0,-4.1,True,-1.49,1.51,1.89,0.54,True,True,B_ADK특_13일선,15.0,0.0,True,-0.4,2026-08-24,-4.65,True,True,True
2026-08-21,019010,5270.0,0.4,True,1.74,4.74,3.8,0.64,False,True,A_일반양음양_3일선,29.8,0.36,True,0.7,2026-08-24,-16.89,,,
2026-08-21,024840,5330.0,-4.1,True,-3.62,6.38,2.44,0.3,True,True,B_ADK특_13일선,30.0,0.0,True,0.5,2026-08-24,-2.06,True,True,True
2026-08-21,027360,3305.0,-10.1,True,-7.03,7.87,1.36,0.25,True,False,B_ADK특_20일선,29.9,0.0,True,-2.0,2026-08-24,1.36,True,True,True
2026-08-21,030530,18930.0,-5.8,True,-4.63,4.86,0.95,0.59,False,True,B_ADK특_20일선,30.0,0.0,True,1.6,2026-08-24,1.32,True,True,True
2026-08-21,042700,213500.0,-5.3,True,-2.73,3.28,0.7,0.73,False,True,B_ADK특_13일선,28.0,0.0,True,-0.3,2026-08-24,-1.87,True,True,True
2026-08-21,043260,18060.0,-6.9,True,-2.33,2.93,0.28,0.31,True,True,B_ADK특_20일선,20.0,0.0,True,1.3,2026-08-24,-0.55,True,True,True
2026-08-21,044490,28150.0,-6.6,True,-5.85,7.64,0.53,0.41,False,False,B_ADK특_20일선,29.8,0.0,True,-2.8,2026-08-24,,True,True,True
2026-08-21,047770,3410.0,-3.0,True,-2.01,13.49,2.64,0.99,False,True,A_일반양음양_5일선,30.0,6.48,True,1.7,2026-08-24,-7.18,,,
2026-08-21,058470,65100.0,-6.3,False,-3.56,3.69,0.15,0.49,True,False,B_ADK특_20일선,16.1,0.0,True,-2.0,2026-08-24,-0.46,True,True,True
2026-08-21,062040,163500.0,-8.8,True,-8.15,8.93,0.0,1.38,False,False,B_ADK특_20일선,16.8,0.0,True,-0.5,2026-08-24,0.98,True,True,True
2026-08-21,064550,8980.0,-5.5,True,-8.09,10.58,1.34,0.95,False,True,A_일반양음양_3일선,30.0,0.65,True,-2.6,2026-08-24,0.11,,,
2026-08-21,067290,2075.0,-9.6,True,-6.53,6.99,0.48,0.33,False,True,B_ADK특_20일선,16.2,0.0,True,1.6,2026-08-24,-1.69,True,True,True
2026-08-21,067310,35150.0,-4.7,False,-1.68,3.56,3.84,0.43,True,True,B_ADK특_13일선,20.0,0.0,True,1.7,2026-08-24,-1.99,True,True,True
2026-08-21,069540,2550.0,-4.7,True,-4.67,4.9,1.96,0.62,True,True,B_ADK특_20일선,29.9,0.0,True,1.8,2026-08-24,7.25,True,True,True
2026-08-21,073240,7270.0,-2.0,True,0.69,1.65,3.16,0.46,False,True,B_ADK특_20일선,19.9,0.0,True,1.9,2026-08-24,-1.51,True,True,True
2026-08-21,078600,82500.0,-5.5,True,-7.2,7.76,0.61,0.85,False,False,B_ADK특_20일선,17.2,0.0,True,-0.4,2026-08-24,6.42,True,True,True
2026-08-21,079650,4930.0,-8.4,True,-8.53,20.08,0.51,1.17,False,True,C_갭상승털기,16.2,0.47,False,-1.0,2026-08-24,-3.65,,,
2026-08-21,080220,73600.0,-3.8,False,-0.94,3.12,1.36,0.38,True,True,B_ADK특_20일선,16.3,0.0,True,0.0,2026-08-24,-0.95,True,True,True
2026-08-21,087010,178700.0,-3.9,False,-1.76,2.63,1.73,0.77,False,True,B_ADK특_13일선,30.0,0.0,True,-2.4,2026-08-24,1.96,True,True,True
2026-08-21,089030,48200.0,-5.7,True,-3.98,5.39,0.31,0.59,False,True,B_ADK특_13일선,29.9,0.0,True,0.2,2026-08-24,-3.11,True,True,True
2026-08-21,090460,15850.0,-6.5,False,-4.06,5.68,0.5,0.57,True,False,B_ADK특_20일선,16.8,0.0,True,-1.0,2026-08-24,2.08,True,True,True
2026-08-21,091590,6010.0,-4.9,True,-5.65,20.47,2.83,1.26,False,True,A_일반양음양_3일선,29.9,0.35,True,0.0,2026-08-24,1.16,,,
2026-08-21,095610,131800.0,-7.3,True,-4.84,7.13,0.08,0.6,True,False,B_ADK특_20일선,30.0,0.0,True,-1.7,2026-08-24,1.44,True,True,True
2026-08-21,098120,39700.0,-4.1,True,-0.75,2.77,3.02,0.27,True,True,A_일반양음양_3일선,29.9,0.16,True,-2.8,2026-08-24,-1.39,,,
2026-08-21,098460,28100.0,-6.0,True,-3.77,5.87,0.18,0.66,False,False,B_ADK특_20일선,20.8,0.0,True,-2.7,2026-08-24,-2.31,True,True,True
2026-08-21,100790,14570.0,-7.4,True,-4.77,6.04,1.85,0.5,False,True,B_ADK특_20일선,15.2,0.0,True,0.5,2026-08-24,10.43,True,True,True
2026-08-21,103590,65100.0,-7.0,True,-4.55,6.3,1.08,0.69,True,True,B_ADK특_13일선,17.3,0.0,True,-1.1,2026-08-24,1.84,True,True,True
2026-08-21,108490,252500.0,-3.8,True,0.2,2.57,4.36,0.45,True,True,B_ADK특_13일선,17.2,0.0,True,0.2,2026-08-24,-2.57,True,True,True
2026-08-21,125490,11260.0,-6.3,True,-3.76,5.77,1.07,0.18,True,True,A_일반양음양_8일선,16.3,0.07,True,1.6,2026-08-24,-2.84,,,
2026-08-21,126640,4510.0,-0.6,True,1.35,0.44,6.32,0.33,True,True,A_일반양음양_5일선,29.8,0.18,True,-1.9,2026-08-24,-3.77,,,
2026-08-21,131970,76100.0,-7.3,False,-5.11,6.04,1.05,0.74,False,True,A_일반양음양_3일선,15.1,0.36,True,-2.6,2026-08-24,-1.45,,,
2026-08-21,131970,76100.0,-7.3,False,-5.11,6.04,1.05,0.74,False,True,B_ADK특_13일선,15.1,0.0,True,1.4,2026-08-24,-1.45,True,True,False
2026-08-21,138080,23450.0,-1.5,False,-1.47,3.2,4.05,0.72,False,True,B_ADK특_13일선,29.8,0.0,True,-2.0,2026-08-24,2.77,True,True,True
2026-08-21,153890,13240.0,3.8,True,2.95,12.95,9.89,1.67,False,True,A_일반양음양_3일선,17.7,1.12,True,-0.5,2026-08-24,0.0,,,
2026-08-21,222800,99200.0,-13.7,False,-10.71,14.72,0.71,0.86,False,True,B_ADK특_20일선,29.9,0.0,True,1.2,2026-08-24,6.35,True,True,True
2026-08-21,227950,1446.0,-24.9,True,-25.77,34.72,0.41,1.5,False,True,C_갭상승털기,30.0,0.97,False,-10.6,2026-08-24,,,,
2026-08-21,240810,106400.0,-6.6,False,-4.06,5.92,1.22,0.61,True,True,B_ADK특_13일선,27.9,0.0,True,1.1,2026-08-24,0.56,True,True,False
2026-08-21,264850,5900.0,-6.3,True,-3.91,5.25,0.85,0.24,True,True,B_ADK특_20일선,29.8,0.0,True,1.5,2026-08-24,,True,True,True
2026-08-21,267260,717000.0,-3.9,False,-3.89,4.04,1.26,1.12,False,False,B_ADK특_20일선,17.3,0.0,True,-2.6,2026-08-24,-0.14,True,True,True
2026-08-21,277810,451500.0,-4.2,True,-1.63,2.1,2.99,0.8,False,False,B_ADK특_20일선,16.1,0.0,True,-1.4,2026-08-24,-1.88,True,True,True
2026-08-21,298040,2719000.0,-4.8,False,-3.31,3.49,0.74,0.76,False,True,B_ADK특_20일선,27.6,0.0,True,1.2,2026-08-24,1.91,True,True,True
2026-08-21,304100,15640.0,0.8,True,-3.46,6.2,2.75,1.24,False,True,B_ADK특_20일선,30.0,0.0,True,2.0,2026-08-24,11.51,True,True,False
2026-08-21,323280,48250.0,-9.1,False,-5.21,6.11,0.1,0.72,False,True,B_ADK특_13일선,29.9,0.0,True,1.3,2026-08-24,-1.35,True,True,True
2026-08-21,332570,9010.0,-5.7,True,-4.05,8.66,3.11,0.52,False,True,A_일반양음양_3일선,29.9,0.2,True,-0.5,2026-08-24,-3.33,,,
2026-08-21,332570,9010.0,-5.7,True,-4.05,8.66,3.11,0.52,False,True,B_ADK특_13일선,29.9,0.0,True,-1.2,2026-08-24,-3.33,True,True,True
2026-08-21,347700,23400.0,-9.1,True,-5.26,6.62,0.64,0.78,False,True,B_ADK특_13일선,23.1,0.0,True,-2.3,2026-08-24,-1.5,True,True,True
2026-08-21,353200,104200.0,-8.1,False,-6.46,6.91,0.1,0.74,True,True,B_ADK특_20일선,29.9,0.0,True,0.8,2026-08-24,0.96,True,True,True
2026-08-21,388050,8810.0,-5.5,True,-4.13,7.26,0.23,0.13,False,True,B_ADK특_13일선,29.9,0.0,True,1.4,2026-08-24,-3.06,True,True,True
2026-08-21,396300,4350.0,-4.7,True,-3.33,3.45,2.41,0.12,True,True,B_ADK특_13일선,15.8,0.0,True,-0.2,2026-08-24,-0.34,False,True,True
2026-08-21,440110,61000.0,-7.4,False,-6.15,7.7,0.16,0.55,False,False,B_ADK특_20일선,29.9,0.0,True,-0.9,2026-08-24,1.64,True,True,False
2026-08-21,445680,43550.0,-2.7,True,-1.8,3.1,1.49,0.4,True,True,A_일반양음양_3일선,29.9,0.35,True,-0.8,2026-08-24,25.6,,,
2026-08-21,445680,43550.0,-2.7,True,-1.8,3.1,1.49,0.4,True,True,B_ADK특_13일선,29.9,0.0,True,0.6,2026-08-24,25.6,False,True,True
2026-08-21,457370,9130.0,-4.9,True,-3.39,13.14,4.16,1.34,False,True,A_일반양음양_5일선,29.9,0.72,True,0.0,2026-08-24,-4.49,,,
2026-08-21,459550,2400.0,7.6,True,9.84,9.58,12.08,1.28,False,True,A_일반양음양_3일선,30.0,0.86,True,1.2,2026-08-24,-5.63,,,
2026-08-21,465770,3595.0,3.6,True,-5.15,12.38,1.53,0.75,False,True,A_일반양음양_3일선,29.9,0.5,True,-1.3,2026-08-24,-5.42,,,
2026-08-21,476060,14520.0,-1.4,True,-2.75,2.89,2.41,1.11,False,True,B_ADK특_13일선,22.3,0.0,True,-0.0,2026-08-24,0.07,True,True,True
2026-08-21,900340,1568.0,11.2,True,8.81,13.27,8.1,2.67,False,True,B_ADK특_13일선,30.0,0.0,True,1.5,2026-08-24,,True,True,True
2026-08-24,000500,157600.0,-0.4,False,-0.88,2.79,0.95,0.69,True,True,B_ADK특_13일선,24.7,0.0,True,-1.1,2026-08-25,2.16,True,True,True
2026-08-24,000720,104700.0,-0.9,False,-0.95,0.96,1.34,0.34,False,False,B_ADK특_20일선,15.8,0.0,True,-0.5,2026-08-25,14.61,True,True,True
2026-08-24,000990,86900.0,-3.1,False,-3.23,4.6,0.46,0.51,False,False,B_ADK특_20일선,16.7,0.0,True,-2.8,2026-08-25,5.29,True,True,True
2026-08-24,001820,92400.0,2.0,False,1.87,2.81,3.68,0.6,True,True,A_일반양음양_3일선,17.4,0.07,True,-1.2,2026-08-25,12.66,,,
2026-08-24,002990,14700.0,-0.3,True,-0.81,10.61,1.36,0.38,False,True,A_일반양음양_3일선,24.2,0.23,True,-2.2,2026-08-25,4.01,,,
2026-08-24,003010,10640.0,12.4,True,10.26,10.43,11.94,0.52,False,True,A_일반양음양_5일선,29.9,0.81,True,-0.2,2026-08-25,-0.85,,,
2026-08-24,005180,88000.0,3.8,True,4.76,0.34,5.57,0.69,True,True,A_일반양음양_3일선,19.9,0.11,True,1.5,2026-08-25,3.18,,,
2026-08-24,005930,256500.0,-8.9,False,-5.52,6.04,0.58,1.07,False,True,B_ADK특_13일선,26.8,0.0,True,1.0,2026-08-25,0.0,True,True,True
2026-08-24,006360,34150.0,2.7,True,2.86,0.44,3.95,0.53,False,True,B_ADK특_13일선,18.6,0.0,True,0.1,2026-08-25,2.34,True,True,True
2026-08-24,006660,13290.0,-2.9,True,-2.85,6.32,1.28,0.12,False,True,A_일반양음양_8일선,29.9,0.13,True,0.3,2026-08-25,1.66,,,
2026-08-24,010120,191300.0,2.3,False,1.97,1.41,4.7,0.79,False,False,B_ADK특_20일선,23.0,0.0,True,-2.0,2026-08-25,1.62,True,False,True
2026-08-24,011070,573000.0,4.2,False,4.18,0.7,4.19,0.65,True,True,B_ADK특_13일선,21.2,0.0,True,-2.4,2026-08-25,4.36,True,True,True
2026-08-24,019010,4380.0,-15.4,True,-9.78,11.87,1.03,0.31,True,True,B_ADK특_13일선,29.8,0.0,True,1.1,2026-08-25,,False,True,False
2026-08-24,025980,5160.0,-6.4,True,-5.32,6.01,4.07,0.2,False,True,A_일반양음양_3일선,18.9,0.1,True,-2.6,2026-08-25,-1.94,,,
2026-08-24,027360,3350.0,2.0,False,-6.42,8.36,0.6,0.61,False,False,A_일반양음양_3일선,29.9,0.59,True,-2.5,2026-08-25,1.04,,,
2026-08-24,027360,3350.0,2.0,False,-6.42,8.36,0.6,0.61,False,False,B_ADK특_20일선,29.9,0.0,True,-0.8,2026-08-25,1.04,True,True,False
2026-08-24,028260,362000.0,-8.5,False,-5.48,5.94,0.69,0.98,False,True,B_ADK특_13일선,19.6,0.0,True,1.5,2026-08-25,1.1,True,True,True
2026-08-24,032830,286500.0,-12.8,True,-10.89,12.39,0.17,0.89,False,False,B_ADK특_13일선,18.0,0.0,True,-2.5,2026-08-25,-1.05,True,True,True
2026-08-24,033340,552.0,-7.2,True,0.18,3.26,7.25,0.3,True,True,A_일반양음양_3일선,29.8,3.46,True,-2.9,2026-08-25,-12.32,,,
2026-08-24,034730,546000.0,-6.8,False,-7.61,9.71,0.73,0.87,False,True,B_ADK특_13일선,18.9,0.0,True,-0.6,2026-08-25,1.1,True,True,False
2026-08-24,042700,209500.0,-1.9,True,-2.33,2.63,1.67,0.64,True,True,B_ADK특_13일선,28.0,0.0,True,-2.4,2026-08-25,2.86,True,True,True
2026-08-24,043260,17960.0,-0.9,True,-0.88,4.45,2.51,0.26,True,True,B_ADK특_20일선,20.0,0.0,True,0.6,2026-08-25,-1.73,True,True,False
2026-08-24,047770,3165.0,-8.8,True,-6.64,8.21,2.84,0.17,False,True,A_일반양음양_8일선,30.0,1.27,True,-0.0,2026-08-25,2.69,,,
2026-08-24,058470,64800.0,-1.4,False,-1.07,2.93,0.46,0.58,True,False,B_ADK특_20일선,16.1,0.0,True,-2.2,2026-08-25,2.62,True,False,True
2026-08-24,062040,165100.0,0.2,False,0.18,1.64,2.06,0.43,False,True,B_ADK특_20일선,16.8,0.0,True,0.7,2026-08-25,2.24,True,True,True
2026-08-24,064550,8990.0,-0.4,True,-3.33,5.9,2.67,0.53,True,True,A_일반양음양_3일선,30.0,0.41,True,-2.0,2026-08-25,-7.9,,,
2026-08-24,067290,2040.0,-0.5,True,-2.16,6.62,2.84,0.36,True,False,B_ADK특_20일선,16.2,0.0,True,-0.4,2026-08-25,-3.33,True,True,True
2026-08-24,067310,34450.0,-1.6,False,-1.29,5.37,0.87,0.34,True,True,B_ADK특_13일선,20.0,0.0,True,-1.0,2026-08-25,8.27,True,True,True
2026-08-24,073240,7160.0,-1.2,True,-1.24,2.79,1.68,0.43,True,False,B_ADK특_20일선,19.9,0.0,True,-0.3,2026-08-25,-2.51,True,False,True
2026-08-24,078600,87800.0,5.9,True,4.65,1.48,4.56,0.92,False,True,B_ADK특_13일선,17.2,0.0,True,-2.6,2026-08-25,-0.68,True,False,True
2026-08-24,079650,4750.0,-3.1,True,-3.06,10.74,0.84,0.24,True,True,B_ADK특_13일선,16.2,0.0,True,-1.9,2026-08-25,-1.26,True,True,True
2026-08-24,080220,72900.0,-0.8,False,-1.35,5.49,0.55,0.55,True,False,B_ADK특_20일선,16.3,0.0,True,-1.1,2026-08-25,4.94,True,False,False
2026-08-24,087010,182200.0,2.0,True,1.96,2.09,3.07,0.88,True,True,B_ADK특_13일선,30.0,0.0,True,-0.8,2026-08-25,-0.16,True,False,True
2026-08-24,089030,46700.0,-3.5,True,-3.91,6.32,0.43,0.49,True,True,B_ADK특_13일선,29.9,0.0,True,-2.8,2026-08-25,6.96,True,True,True
